176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,96,97,192,193,192,193,96,97,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,112,113,176,177,176,177,112,113,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,96,97,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,112,113,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,96,97,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,112,113,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,96,97,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
176,112,113,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177
192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193,192,193
